Sno,Htno,Subcode,Subname,Internals,Grade,Credits
2918,24JD1A05C6,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,25,S,1.5
2919,24JD1A05C6,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2920,24JD1A05C6,R2321057,PYTHON PROGRAMMING LAB,28,S,2
2921,24JD1A05C7,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,27,B,3
2922,24JD1A05C7,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2923,24JD1A05C7,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,D,3
2924,24JD1A05C7,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,22,C,3
2925,24JD1A05C7,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,C,3
2926,24JD1A05C7,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,E,3
2927,24JD1A05C7,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,S,1.5
2928,24JD1A05C7,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,S,1.5
2929,24JD1A05C7,R2321057,PYTHON PROGRAMMING LAB,27,S,2
2930,24JD1A05C8,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,F,0
2931,24JD1A05C8,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2932,24JD1A05C8,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,F,0
2933,24JD1A05C8,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,18,F,0
2934,24JD1A05C8,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,F,0
2935,24JD1A05C8,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
2936,24JD1A05C8,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,23,A,1.5
2937,24JD1A05C8,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,A,1.5
2938,24JD1A05C8,R2321057,PYTHON PROGRAMMING LAB,24,A,2
2939,24JD1A05C9,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,28,C,3
2940,24JD1A05C9,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
2941,24JD1A05C9,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,F,0
2942,24JD1A05C9,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,25,B,3
2943,24JD1A05C9,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,E,3
2944,24JD1A05C9,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
2945,24JD1A05C9,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,22,A,1.5
2946,24JD1A05C9,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2947,24JD1A05C9,R2321057,PYTHON PROGRAMMING LAB,28,S,2
2948,24JD1A05D0,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,25,B,3
2949,24JD1A05D0,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
2950,24JD1A05D0,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,F,0
2951,24JD1A05D0,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,21,D,3
2952,24JD1A05D0,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,C,3
2953,24JD1A05D0,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,E,3
2954,24JD1A05D0,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,18,A,1.5
2955,24JD1A05D0,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2956,24JD1A05D0,R2321057,PYTHON PROGRAMMING LAB,26,S,2
2957,24JD1A05D1,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,16,D,3
2958,24JD1A05D1,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
2959,24JD1A05D1,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
2960,24JD1A05D1,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,16,E,3
2961,24JD1A05D1,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,E,3
2962,24JD1A05D1,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
2963,24JD1A05D1,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,21,A,1.5
2964,24JD1A05D1,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
2965,24JD1A05D1,R2321057,PYTHON PROGRAMMING LAB,24,A,2
2966,24JD1A05D2,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,27,A,3
2967,24JD1A05D2,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2968,24JD1A05D2,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,F,0
2969,24JD1A05D2,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,24,B,3
2970,24JD1A05D2,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,24,C,3
2971,24JD1A05D2,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
2972,24JD1A05D2,R2321055,ADVANCED DATA STRUCTURES AND ALGORITHMS,24,S,1.5
2973,24JD1A05D2,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
2974,24JD1A05D2,R2321057,PYTHON PROGRAMMING LAB,28,S,2
2975,24JD1A4401,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,28,A,3
2976,24JD1A4401,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
2977,24JD1A4401,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,B,3
2978,24JD1A4401,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,A,3
2979,24JD1A4401,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,C,3
2980,24JD1A4401,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,29,S,1.5
2981,24JD1A4401,R2321057,PYTHON PROGRAMMING LAB,29,S,2
2982,24JD1A4401,R2321441,INTRODUCTION TO DATA SCIENCE,26,B,3
2983,24JD1A4401,R2321442,DATA SCIENCE LAB,30,S,1.5
2984,24JD1A4402,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,A,3
2985,24JD1A4402,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
2986,24JD1A4402,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,B,3
2987,24JD1A4402,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,C,3
2988,24JD1A4402,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,E,3
2989,24JD1A4402,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,29,A,1.5
2990,24JD1A4402,R2321057,PYTHON PROGRAMMING LAB,24,A,2
2991,24JD1A4402,R2321441,INTRODUCTION TO DATA SCIENCE,21,C,3
2992,24JD1A4402,R2321442,DATA SCIENCE LAB,30,A,1.5
2993,24JD1A4403,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,D,3
2994,24JD1A4403,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
2995,24JD1A4403,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,F,0
2996,24JD1A4403,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,F,0
2997,24JD1A4403,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0
2998,24JD1A4403,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,B,1.5
2999,24JD1A4403,R2321057,PYTHON PROGRAMMING LAB,25,B,2
3000,24JD1A4403,R2321441,INTRODUCTION TO DATA SCIENCE,19,E,3
3001,24JD1A4403,R2321442,DATA SCIENCE LAB,30,A,1.5
3002,24JD1A4404,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,D,3
3003,24JD1A4404,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
3004,24JD1A4404,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,F,0
3005,24JD1A4404,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,D,3
3006,24JD1A4404,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
3007,24JD1A4404,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,30,A,1.5
3008,24JD1A4404,R2321057,PYTHON PROGRAMMING LAB,29,S,2
3009,24JD1A4404,R2321441,INTRODUCTION TO DATA SCIENCE,17,E,3
3010,24JD1A4404,R2321442,DATA SCIENCE LAB,28,A,1.5
3011,24JD1A4406,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,C,3
3012,24JD1A4406,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
3013,24JD1A4406,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,25,C,3
3014,24JD1A4406,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,F,0
3015,24JD1A4406,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,D,3
3016,24JD1A4406,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
3017,24JD1A4406,R2321057,PYTHON PROGRAMMING LAB,28,A,2
3018,24JD1A4406,R2321441,INTRODUCTION TO DATA SCIENCE,19,C,3
3019,24JD1A4406,R2321442,DATA SCIENCE LAB,28,A,1.5
3020,24JD1A4407,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,D,3
3021,24JD1A4407,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
3022,24JD1A4407,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,F,0
3023,24JD1A4407,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,E,3
3024,24JD1A4407,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,F,0
3025,24JD1A4407,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
3026,24JD1A4407,R2321057,PYTHON PROGRAMMING LAB,24,A,2
3027,24JD1A4407,R2321441,INTRODUCTION TO DATA SCIENCE,20,D,3
3028,24JD1A4407,R2321442,DATA SCIENCE LAB,26,B,1.5
3029,24JD1A4408,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,B,3
3030,24JD1A4408,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
3031,24JD1A4408,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,D,3
3032,24JD1A4408,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,F,0
3033,24JD1A4408,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,F,0
3034,24JD1A4408,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,A,1.5
3035,24JD1A4408,R2321057,PYTHON PROGRAMMING LAB,27,A,2
3036,24JD1A4408,R2321441,INTRODUCTION TO DATA SCIENCE,21,F,0
3037,24JD1A4408,R2321442,DATA SCIENCE LAB,26,B,1.5
3038,24JD1A4409,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,26,C,3
3039,24JD1A4409,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
3040,24JD1A4409,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,F,0
3041,24JD1A4409,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,16,E,3
3042,24JD1A4409,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,F,0
3043,24JD1A4409,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,A,1.5
3044,24JD1A4409,R2321057,PYTHON PROGRAMMING LAB,29,A,2
3045,24JD1A4409,R2321441,INTRODUCTION TO DATA SCIENCE,19,D,3
3046,24JD1A4409,R2321442,DATA SCIENCE LAB,24,B,1.5
3047,24JD1A4410,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,D,3
3048,24JD1A4410,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
3049,24JD1A4410,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
3050,24JD1A4410,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,24,F,0
3051,24JD1A4410,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,F,0
3052,24JD1A4410,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,B,1.5
3053,24JD1A4410,R2321057,PYTHON PROGRAMMING LAB,26,A,2
3054,24JD1A4410,R2321441,INTRODUCTION TO DATA SCIENCE,19,F,0
3055,24JD1A4410,R2321442,DATA SCIENCE LAB,28,A,1.5
3056,24JD1A4411,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,C,3
3057,24JD1A4411,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
3058,24JD1A4411,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,22,F,0
3059,24JD1A4411,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,E,3
3060,24JD1A4411,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,F,0
3061,24JD1A4411,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,A,1.5
3062,24JD1A4411,R2321057,PYTHON PROGRAMMING LAB,22,B,2
3063,24JD1A4411,R2321441,INTRODUCTION TO DATA SCIENCE,19,E,3
3064,24JD1A4411,R2321442,DATA SCIENCE LAB,26,A,1.5
3065,24JD1A4412,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,D,3
3066,24JD1A4412,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
3067,24JD1A4412,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
3068,24JD1A4412,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,F,0
3069,24JD1A4412,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,F,0
3070,24JD1A4412,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,B,1.5
3071,24JD1A4412,R2321057,PYTHON PROGRAMMING LAB,25,A,2
3072,24JD1A4412,R2321441,INTRODUCTION TO DATA SCIENCE,18,E,3
3073,24JD1A4412,R2321442,DATA SCIENCE LAB,28,A,1.5
3074,24JD1A4414,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,D,3
3075,24JD1A4414,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
3076,24JD1A4414,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,F,0
3077,24JD1A4414,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,F,0
3078,24JD1A4414,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0
3079,24JD1A4414,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,A,1.5
3080,24JD1A4414,R2321057,PYTHON PROGRAMMING LAB,22,B,2
3081,24JD1A4414,R2321441,INTRODUCTION TO DATA SCIENCE,22,E,3
3082,24JD1A4414,R2321442,DATA SCIENCE LAB,27,A,1.5
3083,24JD1A4415,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,17,E,3
3084,24JD1A4415,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
3085,24JD1A4415,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,F,0
3086,24JD1A4415,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,F,0
3087,24JD1A4415,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
3088,24JD1A4415,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,B,1.5
3089,24JD1A4415,R2321057,PYTHON PROGRAMMING LAB,22,C,2
3090,24JD1A4415,R2321441,INTRODUCTION TO DATA SCIENCE,20,D,3
3091,24JD1A4415,R2321442,DATA SCIENCE LAB,28,B,1.5
3092,24JD1A4416,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,B,3
3093,24JD1A4416,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
3094,24JD1A4416,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,E,3
3095,24JD1A4416,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,E,3
3096,24JD1A4416,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
3097,24JD1A4416,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,A,1.5
3098,24JD1A4416,R2321057,PYTHON PROGRAMMING LAB,29,A,2
3099,24JD1A4416,R2321441,INTRODUCTION TO DATA SCIENCE,20,C,3
3100,24JD1A4416,R2321442,DATA SCIENCE LAB,27,A,1.5
3101,24JD1A4417,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,D,3
3102,24JD1A4417,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
3103,24JD1A4417,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,E,3
3104,24JD1A4417,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,F,0
3105,24JD1A4417,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,F,0
3106,24JD1A4417,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,A,1.5
3107,24JD1A4417,R2321057,PYTHON PROGRAMMING LAB,28,A,2
3108,24JD1A4417,R2321441,INTRODUCTION TO DATA SCIENCE,18,E,3
3109,24JD1A4417,R2321442,DATA SCIENCE LAB,25,B,1.5
3110,24JD1A4418,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,22,D,3
3111,24JD1A4418,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
3112,24JD1A4418,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,F,0
3113,24JD1A4418,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,F,0
3114,24JD1A4418,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
3115,24JD1A4418,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,B,1.5
3116,24JD1A4418,R2321057,PYTHON PROGRAMMING LAB,22,B,2
3117,24JD1A4418,R2321441,INTRODUCTION TO DATA SCIENCE,22,D,3
3118,24JD1A4418,R2321442,DATA SCIENCE LAB,22,B,1.5
3119,24JD1A4419,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,B,3
3120,24JD1A4419,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
3121,24JD1A4419,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,A,3
3122,24JD1A4419,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,24,C,3
3123,24JD1A4419,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
3124,24JD1A4419,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
3125,24JD1A4419,R2321057,PYTHON PROGRAMMING LAB,28,A,2
3126,24JD1A4419,R2321441,INTRODUCTION TO DATA SCIENCE,21,C,3
3127,24JD1A4419,R2321442,DATA SCIENCE LAB,25,B,1.5
3128,24JD1A4421,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,A,3
3129,24JD1A4421,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
3130,24JD1A4421,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,E,3
3131,24JD1A4421,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,D,3
3132,24JD1A4421,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,D,3
3133,24JD1A4421,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,28,S,1.5
3134,24JD1A4421,R2321057,PYTHON PROGRAMMING LAB,22,A,2
3135,24JD1A4421,R2321441,INTRODUCTION TO DATA SCIENCE,21,D,3
3136,24JD1A4421,R2321442,DATA SCIENCE LAB,27,S,1.5
3137,24JD1A4422,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,C,3
3138,24JD1A4422,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
3139,24JD1A4422,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,F,0
3140,24JD1A4422,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,F,0
3141,24JD1A4422,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
3142,24JD1A4422,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,B,1.5
3143,24JD1A4422,R2321057,PYTHON PROGRAMMING LAB,23,B,2
3144,24JD1A4422,R2321441,INTRODUCTION TO DATA SCIENCE,22,D,3
3145,24JD1A4422,R2321442,DATA SCIENCE LAB,28,B,1.5
3146,24JD1A4423,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,28,C,3
3147,24JD1A4423,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
3148,24JD1A4423,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,F,0
3149,24JD1A4423,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,D,3
3150,24JD1A4423,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,D,3
3151,24JD1A4423,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,B,1.5
3152,24JD1A4423,R2321057,PYTHON PROGRAMMING LAB,24,F,0
3153,24JD1A4423,R2321441,INTRODUCTION TO DATA SCIENCE,17,D,3
3154,24JD1A4423,R2321442,DATA SCIENCE LAB,24,B,1.5
3155,24JD1A4424,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,C,3
3156,24JD1A4424,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
3157,24JD1A4424,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,22,C,3
3158,24JD1A4424,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,C,3
3159,24JD1A4424,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,26,D,3
3160,24JD1A4424,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,29,S,1.5
3161,24JD1A4424,R2321057,PYTHON PROGRAMMING LAB,29,S,2
3162,24JD1A4424,R2321441,INTRODUCTION TO DATA SCIENCE,24,D,3
3163,24JD1A4424,R2321442,DATA SCIENCE LAB,24,S,1.5
3164,24JD1A4425,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,B,3
3165,24JD1A4425,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,27,COMPLE,0
3166,24JD1A4425,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,C,3
3167,24JD1A4425,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,26,D,3
3168,24JD1A4425,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
3169,24JD1A4425,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,30,S,1.5
3170,24JD1A4425,R2321057,PYTHON PROGRAMMING LAB,28,S,2
3171,24JD1A4425,R2321441,INTRODUCTION TO DATA SCIENCE,22,D,3
3172,24JD1A4425,R2321442,DATA SCIENCE LAB,25,S,1.5
3173,24JD1A4426,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,18,D,3
3174,24JD1A4426,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
3175,24JD1A4426,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,E,3
3176,24JD1A4426,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,F,0
3177,24JD1A4426,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,D,3
3178,24JD1A4426,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,A,1.5
3179,24JD1A4426,R2321057,PYTHON PROGRAMMING LAB,23,B,2
3180,24JD1A4426,R2321441,INTRODUCTION TO DATA SCIENCE,20,D,3
3181,24JD1A4426,R2321442,DATA SCIENCE LAB,27,A,1.5
3182,24JD1A4427,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,19,D,3
3183,24JD1A4427,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
3184,24JD1A4427,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,F,0
3185,24JD1A4427,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,F,0
3186,24JD1A4427,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
3187,24JD1A4427,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,27,A,1.5
3188,24JD1A4427,R2321057,PYTHON PROGRAMMING LAB,24,B,2
3189,24JD1A4427,R2321441,INTRODUCTION TO DATA SCIENCE,17,E,3
3190,24JD1A4427,R2321442,DATA SCIENCE LAB,27,A,1.5
3191,24JD1A4428,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,A,3
3192,24JD1A4428,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,28,COMPLE,0
3193,24JD1A4428,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,22,B,3
3194,24JD1A4428,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,B,3
3195,24JD1A4428,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,D,3
3196,24JD1A4428,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,30,A,1.5
3197,24JD1A4428,R2321057,PYTHON PROGRAMMING LAB,27,A,2
3198,24JD1A4428,R2321441,INTRODUCTION TO DATA SCIENCE,25,C,3
3199,24JD1A4428,R2321442,DATA SCIENCE LAB,22,A,1.5
3200,24JD1A4429,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,B,3
3201,24JD1A4429,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
3202,24JD1A4429,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,E,3
3203,24JD1A4429,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,D,3
3204,24JD1A4429,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,D,3
3205,24JD1A4429,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,A,1.5
